Country Name,Country Code,2018 [YR2018],2019 [YR2019]
Fiji,FJI,4.08147637644542,1.79388647514555
Poland,POL,1.81295156542689,2.22747880938291
Ukraine,UKR,10.9518559353178,7.88671745611133
United Arab Emirates,ARE,3.06863379251996,-1.93108114782172
Africa Eastern and Southern,AFE,4.6898064677633,4.10285075461156
